protein	pval	fdr	lower_ci_logFC	median_logFC	upper_ci_logFC	lower_ci_av_exprs	median_av_exprs	upper_ci_av_exprs
AT1G74060.1	0.29222622578634	0.508620320264372	1.51172762804197	1.51172762804197	1.51172762804197	19.5851366158647	19.5851366158647	19.5851366158647
AT1G75350.1	0.333386317287804	0.539442986814533	-2.30715892779051	-1.39717372155658	0.436876393447634	14.5555804393318	15.1964833293818	15.9554631630667
AT1G75660.1	0.0167373045426018	0.167185349098861	2.44727219503969	4.25556225908195	4.88181379356491	14.4732422739359	14.7863680411774	15.6905130731985
AT1G75750.1	0.0297289937548507	0.205340018335836	3.63404740646932	4.48833814747645	6.1759755960893	17.494026753392	18.3378454776984	18.764990848202
AT1G75780.1	0.348409314485401	0.551648081268552	-0.756649161136854	1.14544123937036	2.58032938209931	14.725973797556	15.3222834105387	15.9276850745063
AT1G76010.1	0.0167404345019123	0.167185349098861	3.3641559496928	4.42648650985472	6.30767173273473	16.543879378292	17.484471989732	18.015637269813
AT1G76030.1	0.336115704396291	0.540766798605322	-2.20467763434461	-0.981834144473487	-0.857166255276524	16.6553935220744	17.26681526701	17.3291492116085
AT1G76160.1	0.212511361452098	0.444643095801139	-1.34003334937379	0.878735318794701	3.09015574364702	13.7918057383208	14.5261172166156	14.8868125850246
AT1G76300.1	0.440966726526541	0.602553848918117	-2.26933951620917	-1.130121311978	0.114998679371822	14.7092327192139	15.1469431287959	15.7165079522162
AT1G76860.1	0.241622832170811	0.468383205636052	-0.74284346431637	1.04134667171096	2.44961419869619	13.1067608303605	15.0151693911752	16.1418603155746
AT1G76940.1	0.00094468296794946	0.103858335365836	5.17089933712088	5.79493380463638	8.7693401203209	15.7654135499144	17.2526167077567	17.5646339415144
AT1G77180.1	0.131821814845678	0.360252767968669	1.41382400663429	2.08024540866295	2.7469545688255	17.0549447480449	17.3882993281262	17.7215100291405
AT1G78060.1	0.471048849355557	0.622765196264277	-0.619896130524805	-0.130715091105834	2.56425139840506	13.9622001264221	15.0486509203891	15.2868153250285
AT1G78570.1	0.884252420667013	0.904658245759329	-0.668189456114674	-0.1426568197061	0.0615797562511127	19.1193659864421	19.3821323046464	19.484250592625
AT1G78630.1	0.361148383305712	0.562883613042887	-2.34965139382924	-1.51153444728234	1.09323012042545	14.1440887241856	15.4064445831199	16.1115455038858
AT1G78820.1	0.571198421108838	0.682424384944728	-1.02440992834425	-0.849940074432478	1.88318887840539	14.7803351584329	16.0179537811641	16.2383208153561
AT1G78830.1	0.761864221299874	0.797857806558136	-0.345878538115839	-0.345878538115839	-0.345878538115839	19.2438812513979	19.2438812513979	19.2438812513979
AT1G78850.1	0.603297996643313	0.697968043706429	-0.695417280100934	-0.695417280100934	-0.695417280100934	19.6836829908621	19.6836829908621	19.6836829908621
AT1G78900.1	0.0114544123266775	0.132472768647661	-4.72857779937528	-3.58317235697522	-2.56339709040019	15.6879597149247	16.2606624361247	16.7705500694122
AT1G79210.1	0.221850471387133	0.452779222933329	-2.02755926946239	-0.947503291935412	2.50088807784303	13.9513506464504	14.6410286878082	16.0627946947584
AT1G79350.1	0.0804300179613396	0.289669199334829	1.36099718748167	2.52099525346359	3.31096724485723	13.7875051054715	14.7164304117923	15.674625370283
AT1G79530.1	0.0514800117318886	0.260006641531944	-4.70587220636202	-3.94902038503752	-1.22579919282903	15.4332814017582	16.1847062793627	16.9222804936365
AT1G79550.1	0.104604763332972	0.323544965657796	-3.09346236987088	-2.07202145522459	-0.946025875278588	15.0834094715918	15.9173248674203	16.3272052385581
AT1G79850.1	0.630423397659579	0.712762235420898	-0.2134623685274	0.452178871212035	2.43685033616736	16.384397114247	18.013443232993	18.2767421043504
AT1G79930.1	0.691143654591336	0.747428077778113	-0.869601800908566	-0.343998078346975	0.741906079352225	14.9588883366335	15.7594185950939	16.1588570126106
